order_id,client_id,product_id,quantity,purchase_date
73,8634,80,4,2024-05-07
74,4558,178,4,2024-03-01
75,9588,95,5,2024-02-19
76,1187,348,4,2024-03-30
77,1231,108,1,2024-01-11
78,3126,204,2,2024-03-01
79,4210,336,1,2024-03-03
80,6621,126,1,2024-04-16
81,2510,164,2,2024-01-08
82,1124,220,2,2024-02-09
83,1445,224,5,2024-01-03
84,1418,13,4,2024-04-24
85,562,6,5,2024-02-10
86,570,232,1,2024-03-28
87,6338,7,5,2024-02-13
88,1250,170,5,2024-02-14
89,257,323,2,2024-01-04
90,8687,283,1,2024-03-10
91,7842,329,3,2024-05-16
92,4286,32,1,2024-06-01
93,3095,209,1,2024-04-14
94,4453,401,3,2024-06-02
95,5363,111,1,2024-04-02
96,656,262,4,2024-06-04
97,2234,116,1,2024-02-23
98,9387,128,1,2024-03-16
99,8170,197,1,2024-04-12
100,3283,16,3,2024-06-09
101,8007,186,2,2024-05-10
102,3414,184,3,2024-05-18
103,2991,469,3,2024-03-27
104,6357,297,5,2024-05-16
105,3458,52,4,2024-06-06
106,286,275,5,2024-02-27
107,3496,443,5,2024-04-07
108,1150,227,2,2024-04-11
109,3198,482,1,2024-06-04
110,6999,377,3,2024-06-04
111,999,404,3,2024-06-24
112,1044,66,1,2024-01-13
113,4649,293,3,2024-03-07
114,4130,295,2,2024-03-10
115,6617,177,4,2024-04-17
116,4340,498,1,2024-05-15
117,5860,48,3,2024-03-19
118,7202,314,5,2024-03-23
119,8369,356,3,2024-03-28
120,5217,106,5,2024-06-01
121,9898,144,4,2024-06-19
122,8087,45,3,2024-05-03
123,7168,265,3,2024-02-24
124,1504,51,5,2024-01-26
125,89,39,4,2024-06-06
126,3772,158,2,2024-01-08
127,9531,13,3,2024-01-05
128,9598,240,1,2024-02-09
129,5835,146,4,2024-03-01
130,4507,396,4,2024-05-16
131,9533,231,5,2024-03-21
132,8830,199,3,2024-05-06
133,9957,204,4,2024-03-06
134,4370,224,5,2024-04-10
135,7831,82,2,2024-06-17
136,7308,117,1,2024-04-07
137,5372,427,4,2024-01-16
138,8536,280,3,2024-06-09
139,3137,337,1,2024-01-01
140,7565,337,1,2024-05-13
141,8821,129,3,2024-03-08
142,1181,193,4,2024-06-04
143,7362,104,3,2024-01-15
144,8343,135,2,2024-04-05
145,9840,229,1,2024-06-05
146,3859,352,1,2024-06-24
147,5757,177,4,2024-03-14
148,6483,366,4,2024-04-25
149,7270,323,5,2024-03-14
150,5311,148,4,2024-04-21
151,2783,269,3,2024-02-10
152,7675,23,5,2024-01-30
153,9527,460,4,2024-05-31
154,1182,459,3,2024-01-14
155,1429,128,2,2024-02-12
156,6606,92,4,2024-02-29
157,6328,11,3,2024-01-21
158,5292,114,4,2024-03-30
159,4160,338,1,2024-04-01
160,5869,350,2,2024-02-27
161,9457,89,1,2024-04-04
162,3342,71,4,2024-02-18
163,7925,289,1,2024-04-13
164,5628,362,5,2024-04-26
165,2172,326,5,2024-05-22
166,3203,167,1,2024-05-17
167,1438,314,3,2024-04-17
168,2315,200,4,2024-01-31
169,2810,183,3,2024-01-07
170,7467,158,1,2024-01-12
171,4607,56,3,2024-06-24
172,4540,121,3,2024-04-04
173,3623,148,4,2024-03-06
174,9809,314,2,2024-02-04
175,5283,189,2,2024-02-12
176,5268,257,2,2024-03-01
177,8590,36,3,2024-03-05
178,5069,358,2,2024-01-31
179,7124,54,1,2024-01-22
180,7650,235,1,2024-04-06
181,7295,482,2,2024-05-13
182,9170,259,1,2024-02-22
183,6554,205,5,2024-03-22
184,4619,317,5,2024-01-17
185,7174,485,4,2024-02-22
186,8415,24,2,2024-06-01
187,1584,466,2,2024-03-09
188,2680,135,1,2024-05-20
189,9899,329,2,2024-06-06
190,7258,460,3,2024-01-19
191,9359,378,5,2024-02-08
192,6262,197,2,2024-04-10
193,7201,116,3,2024-02-24
194,8802,442,1,2024-02-15
195,1023,89,1,2024-01-07
196,2858,245,4,2024-04-15
197,8990,117,5,2024-01-08
198,8405,431,3,2024-06-26
199,8340,331,4,2024-02-12
200,3970,337,3,2024-02-02
201,1066,320,2,2024-02-05
202,6482,392,5,2024-04-01
203,6792,124,2,2024-03-09
204,2570,379,1,2024-03-30
205,1094,292,1,2024-01-27
206,2110,7,1,2024-01-23
207,3089,107,3,2024-06-25
208,6607,341,1,2024-03-04
209,9617,24,4,2024-01-21
210,5031,226,3,2024-01-17
211,5401,234,2,2024-01-15
212,5736,424,5,2024-04-18
213,1435,13,2,2024-03-23
214,4847,397,1,2024-05-27
215,7763,331,5,2024-05-01
216,418,393,5,2024-05-01
217,2541,8,1,2024-01-28
218,5350,331,5,2024-06-10
219,8417,102,1,2024-05-05
220,8543,397,3,2024-03-09
221,7415,316,4,2024-03-20
222,8399,19,4,2024-01-25
223,4185,352,3,2024-05-31
224,8315,76,4,2024-05-30
225,559,251,4,2024-03-26
226,462,118,5,2024-05-21
227,5630,213,5,2024-02-22
228,4310,316,3,2024-01-09
229,6313,326,3,2024-03-21
230,539,252,1,2024-06-08
231,5899,280,3,2024-01-09
232,5717,455,2,2024-05-06
233,624,353,1,2024-02-27
234,936,324,1,2024-05-09
235,3490,134,2,2024-05-19
236,2945,87,4,2024-03-30
237,2546,268,1,2024-04-21
238,7101,66,2,2024-04-05
239,9540,392,2,2024-03-28
240,7020,91,1,2024-02-12
241,6875,148,3,2024-05-15
242,3117,159,3,2024-03-01
243,6179,149,5,2024-05-04
244,5268,418,3,2024-02-08
245,9043,86,5,2024-04-16
246,6709,214,5,2024-04-20
247,4691,263,3,2024-03-04
248,9128,446,2,2024-05-10
249,391,367,4,2024-02-07
250,7250,198,4,2024-03-04
251,3009,178,1,2024-05-27
252,4223,152,4,2024-03-23
253,2184,356,2,2024-06-24
254,4409,405,2,2024-06-24
255,7570,70,2,2024-06-03
256,2888,41,5,2024-05-31
257,186,262,2,2024-06-01
258,8547,70,3,2024-06-28
259,2738,220,1,2024-02-23
260,9568,470,1,2024-02-10
261,6633,56,1,2024-05-07
262,4947,295,4,2024-04-10
263,9694,137,3,2024-02-04
264,2696,391,2,2024-05-28
265,2594,67,1,2024-01-29
266,4795,66,3,2024-05-14
267,8683,39,1,2024-06-06
268,7999,41,2,2024-01-31
269,3126,399,3,2024-05-23
270,3908,463,5,2024-06-16
271,1863,63,5,2024-04-23
272,1569,299,5,2024-01-06
273,665,120,2,2024-02-11
274,6726,451,1,2024-02-29
275,3057,421,2,2024-04-25
276,6800,50,2,2024-06-01
277,8386,211,3,2024-03-19
278,2182,130,2,2024-03-22
279,9744,207,4,2024-06-08
280,9472,43,1,2024-04-25
281,6691,426,2,2024-04-11
282,3363,335,3,2024-05-22
283,8103,151,5,2024-04-13
284,7122,454,3,2024-05-24
285,6224,13,4,2024-05-02
286,7093,498,3,2024-05-28
287,4379,42,2,2024-01-22
288,8902,347,1,2024-05-28
289,226,370,3,2024-04-03
290,8269,98,5,2024-05-03
291,3103,233,5,2024-01-06
292,8314,171,1,2024-06-29
293,1899,3,3,2024-05-27
294,3533,369,5,2024-06-15
295,7119,252,5,2024-02-17
296,8576,323,1,2024-04-07
297,4686,392,2,2024-06-24
298,7006,330,3,2024-06-13
299,1206,33,3,2024-06-04
300,1870,460,4,2024-02-29
301,916,460,3,2024-03-24
302,6880,378,4,2024-01-03
303,9340,228,1,2024-03-16
304,3045,357,5,2024-04-27
305,4438,266,4,2024-05-21
306,5021,168,1,2024-04-25
307,3817,94,1,2024-06-13
308,5484,421,2,2024-01-28
309,9142,46,2,2024-06-07
310,1747,412,4,2024-02-29
311,7958,217,2,2024-01-12
312,3809,416,1,2024-06-17
313,5445,286,5,2024-01-10
314,2324,274,3,2024-02-25
315,480,390,4,2024-03-05
316,4051,498,4,2024-04-10
317,9068,364,4,2024-03-31
318,9008,276,5,2024-02-13
319,6372,253,5,2024-04-06
320,8094,185,5,2024-04-13
321,8730,353,3,2024-06-06
322,6361,173,3,2024-04-20
323,7039,143,4,2024-01-04
324,3527,209,1,2024-05-06
325,679,419,4,2024-05-25
326,6680,178,5,2024-03-19
327,4053,443,4,2024-05-09
328,2950,84,1,2024-06-13
329,7236,357,2,2024-02-11
330,7088,392,2,2024-01-05
331,9204,403,4,2024-06-13
332,9288,383,4,2024-05-06
333,1834,346,5,2024-06-22
334,3070,475,2,2024-04-30
335,4276,49,1,2024-02-02
336,8183,147,5,2024-02-03
337,4804,194,2,2024-03-12
338,3490,421,4,2024-03-07
339,2606,113,2,2024-02-06
340,9144,338,1,2024-04-30
341,1180,401,5,2024-04-21
342,3804,56,2,2024-01-06
343,1399,393,5,2024-01-08
344,3506,133,3,2024-01-13
345,2844,398,1,2024-03-10
346,732,30,1,2024-04-27
347,7406,369,5,2024-03-04
348,3741,392,2,2024-05-24
349,8873,165,4,2024-01-31
350,640,383,3,2024-05-08
351,3694,293,1,2024-04-06
352,8763,308,4,2024-04-17
353,9692,106,5,2024-01-13
354,5110,60,3,2024-01-05
355,2172,94,2,2024-03-04
356,1168,22,2,2024-01-07
357,2088,156,3,2024-05-23
358,6022,458,2,2024-04-03
359,6919,5,4,2024-05-05
360,9309,161,4,2024-04-07
361,8000,376,1,2024-04-07
362,1881,397,3,2024-03-15
363,1924,190,4,2024-02-26
364,1685,410,5,2024-03-25
365,2516,380,1,2024-04-11
366,765,436,3,2024-06-25
367,7965,149,1,2024-05-06
368,1275,397,5,2024-06-10
369,9431,344,4,2024-02-22
370,8518,99,2,2024-03-25
371,9797,378,2,2024-05-29
372,5912,176,3,2024-02-29
373,6040,200,3,2024-05-31
374,6286,367,5,2024-06-11
375,6838,46,3,2024-05-27
376,2099,50,4,2024-04-26
377,8654,487,2,2024-06-29
378,9757,300,4,2024-06-12
379,8409,155,2,2024-05-25
380,6932,277,3,2024-01-11
381,9403,330,4,2024-05-18
382,608,433,4,2024-05-08
383,1085,426,4,2024-01-01
384,3891,16,2,2024-03-08
385,5670,319,1,2024-03-17
386,9464,268,2,2024-06-13
387,6839,445,5,2024-06-20
388,1436,376,2,2024-01-20
389,8184,313,2,2024-06-26
390,5288,73,3,2024-03-15
391,8911,389,3,2024-05-15
392,8431,32,5,2024-04-04
393,5625,382,5,2024-03-14
394,9804,75,3,2024-05-11
395,1564,435,3,2024-03-15
396,9503,474,3,2024-04-18
397,9578,353,2,2024-03-16
398,1599,290,1,2024-06-04
399,1139,396,3,2024-05-22
400,4756,99,4,2024-02-15
401,5622,245,3,2024-06-21
402,6300,88,1,2024-06-05
403,7380,382,1,2024-04-17
404,1950,216,1,2024-05-15
405,6495,47,3,2024-03-29
406,5232,252,4,2024-06-18
407,5240,448,1,2024-02-19
408,9596,331,4,2024-04-18
409,6749,35,4,2024-05-30
410,1280,34,1,2024-05-29
411,7245,345,2,2024-01-08
412,3139,139,2,2024-06-21
413,7286,112,2,2024-05-15
414,6129,299,3,2024-06-03
415,1038,177,5,2024-05-03
416,3132,101,1,2024-06-02
417,6174,433,2,2024-05-03
418,8124,117,5,2024-04-08
419,4340,372,3,2024-05-14
420,2208,254,4,2024-03-15
421,5877,34,5,2024-01-07
422,7970,220,4,2024-06-24
423,5836,20,4,2024-04-30
424,7372,316,3,2024-06-21
425,5618,227,5,2024-04-09
426,5488,262,1,2024-02-01
427,9287,37,3,2024-06-09
428,603,279,4,2024-02-15
429,5742,185,5,2024-06-11
430,6919,77,4,2024-05-12
431,8504,4,1,2024-02-01
432,6830,354,5,2024-01-08
433,2184,309,3,2024-04-16
434,2414,179,2,2024-05-27
435,1262,230,5,2024-01-25
436,7872,172,3,2024-06-28
437,8531,459,2,2024-06-17
438,6921,228,5,2024-03-19
439,7556,14,2,2024-05-20
440,5097,159,4,2024-02-28
441,1645,110,5,2024-02-22
442,8713,114,2,2024-06-03
443,2802,422,4,2024-04-15
444,9943,365,5,2024-03-11
445,5881,472,4,2024-02-11
446,7383,268,5,2024-06-19
447,2428,274,5,2024-04-02
448,9988,98,1,2024-01-31
449,1196,128,4,2024-05-21
450,2472,278,3,2024-05-05
451,9884,295,2,2024-02-10
452,4978,47,5,2024-04-16
453,3346,463,2,2024-01-17
454,1195,215,5,2024-06-22
455,223,291,1,2024-05-03
456,9584,142,5,2024-05-02
457,8974,395,1,2024-06-01
458,6716,261,5,2024-05-01
459,6305,218,3,2024-02-20
460,2665,273,4,2024-06-04
461,8813,480,1,2024-01-15
462,620,174,3,2024-02-05
463,5296,35,3,2024-03-22
464,3613,74,2,2024-01-15
465,9351,451,2,2024-05-21
466,9710,287,1,2024-01-20
467,370,220,3,2024-03-02
468,3146,461,5,2024-04-29
469,7129,121,3,2024-01-22
470,7593,187,3,2024-03-07
471,253,384,1,2024-03-12
472,8149,129,5,2024-01-29
473,479,293,2,2024-04-20
474,9824,151,3,2024-06-07
475,7454,459,4,2024-01-01
476,1276,147,3,2024-02-05
477,7263,68,5,2024-04-28
478,4258,35,5,2024-01-07
479,2629,321,5,2024-03-15
480,264,241,5,2024-06-07
481,297,153,5,2024-02-29
482,5559,34,3,2024-05-14
483,8414,260,4,2024-06-15
484,9896,148,5,2024-02-22
485,9227,263,5,2024-01-07
486,53,357,3,2024-01-23
487,458,208,2,2024-01-14
488,6477,416,5,2024-01-25
489,1657,438,5,2024-01-30
490,3810,198,2,2024-05-17
491,533,481,3,2024-06-03
492,825,308,3,2024-01-20
493,1509,41,1,2024-05-21
494,4109,437,1,2024-05-02
495,4152,268,4,2024-04-03
496,155,108,4,2024-02-24
497,1964,294,3,2024-04-24
498,4650,23,1,2024-05-21
499,3261,135,5,2024-06-09
500,8831,290,5,2024-06-28
501,5818,474,1,2024-02-17
502,3985,92,3,2024-04-17
503,9209,435,2,2024-01-25
504,9726,335,5,2024-03-19
505,2475,447,3,2024-06-05
506,1697,351,2,2024-04-13
507,186,258,2,2024-01-16
508,2721,80,5,2024-06-08
509,5157,45,4,2024-05-01
510,1556,224,4,2024-03-25
511,199,392,2,2024-03-25
512,5040,435,3,2024-05-14
513,2434,440,5,2024-05-10
514,1629,482,3,2024-03-26
515,3556,476,3,2024-06-06
516,7817,384,4,2024-03-01
517,6659,368,3,2024-02-09
518,8973,161,2,2024-01-22
519,2915,32,2,2024-06-15
520,3469,347,2,2024-05-27
521,9576,90,4,2024-01-11
522,9562,5,1,2024-03-29
523,7771,71,5,2024-04-10
524,9103,184,3,2024-06-28
525,9670,39,5,2024-05-16
526,6210,69,1,2024-05-12
527,6432,460,1,2024-02-23
528,2959,136,5,2024-04-08
529,2801,221,1,2024-01-06
530,4832,401,5,2024-06-06
531,5420,267,3,2024-01-29
532,5635,391,1,2024-02-08
533,8836,419,4,2024-01-16
534,2890,99,5,2024-03-19
535,8138,316,2,2024-06-27
536,83,250,1,2024-01-23
537,7721,466,2,2024-04-05
538,2501,225,1,2024-02-04
539,6522,463,1,2024-05-28
540,5768,119,4,2024-01-08
541,7934,312,1,2024-06-12
542,5346,473,4,2024-01-19
543,8261,437,2,2024-02-18
544,6259,111,3,2024-03-06
545,3624,221,4,2024-04-29
546,6055,121,2,2024-01-29
547,3149,129,4,2024-04-14
548,7452,229,2,2024-06-03
549,4321,93,2,2024-01-08
550,5216,181,5,2024-06-11
551,5951,203,4,2024-02-22
552,5010,362,1,2024-05-07
553,5926,459,5,2024-03-27
554,9751,49,1,2024-04-03
555,2590,395,4,2024-02-28
556,8281,392,2,2024-02-06
557,3151,43,3,2024-05-07
558,5505,368,5,2024-03-05
559,7959,58,1,2024-06-07
560,3891,111,4,2024-04-22
561,1318,263,5,2024-02-14
562,2289,352,5,2024-01-17
563,3623,414,4,2024-06-10
564,7903,110,4,2024-06-26
565,4122,140,5,2024-04-03
566,3793,351,1,2024-03-09
567,3812,48,2,2024-01-27
568,1155,182,1,2024-04-01
569,4760,88,4,2024-06-27
570,4237,264,5,2024-05-28
571,3336,5,3,2024-05-08
572,1416,63,2,2024-06-18
573,8385,281,1,2024-04-25
574,4840,319,1,2024-03-11
575,5424,41,1,2024-06-23
576,8726,423,1,2024-03-28
577,4017,173,2,2024-06-22
578,7958,448,2,2024-02-28
579,8918,239,1,2024-01-29
580,9779,143,1,2024-04-19
581,3260,96,1,2024-02-12
582,4900,243,2,2024-05-26
583,8082,488,4,2024-01-20
584,2075,488,4,2024-01-15
585,2209,26,1,2024-06-28
586,7985,406,4,2024-05-09
587,1984,26,5,2024-04-08
588,5283,312,1,2024-02-13
589,4518,131,4,2024-02-16
590,9593,174,5,2024-06-11
591,9419,104,5,2024-05-18
592,5149,180,2,2024-02-19
593,8452,20,3,2024-01-02
594,6242,176,5,2024-03-29
595,6522,316,3,2024-01-23
596,4649,70,5,2024-05-28
597,5876,36,1,2024-02-23
598,7351,251,5,2024-05-31
599,5083,30,1,2024-03-07
600,8526,385,4,2024-04-22
601,7123,143,5,2024-03-30
602,1894,170,4,2024-01-28
603,5352,416,1,2024-01-15
604,2134,230,4,2024-02-01
605,3561,173,4,2024-02-08
606,2056,275,4,2024-05-15
607,7985,452,5,2024-03-22
608,5136,248,4,2024-04-29
609,9007,60,3,2024-02-15
610,4270,308,5,2024-04-03
611,6765,257,5,2024-06-11
612,5760,124,1,2024-06-29
613,4380,215,2,2024-03-18
614,7775,163,4,2024-05-26
615,5789,104,2,2024-03-17
616,3896,85,4,2024-05-11
617,256,318,5,2024-01-13
618,6281,33,3,2024-04-18
619,7582,454,4,2024-01-06
620,1500,318,5,2024-02-18
621,9807,412,4,2024-02-24
622,9567,136,5,2024-06-17
623,2754,11,5,2024-05-14
624,9443,297,4,2024-05-19
625,407,360,2,2024-06-22
626,1250,290,3,2024-02-19
627,8786,35,3,2024-06-21
628,6084,217,1,2024-04-13
629,1922,7,3,2024-01-13
630,3335,356,5,2024-04-11
631,1610,65,5,2024-01-18
632,4607,194,4,2024-01-15
633,7528,500,2,2024-04-22
634,6457,343,3,2024-05-12
635,292,233,3,2024-05-24
636,4203,124,1,2024-02-06
637,1695,264,3,2024-03-14
638,6278,376,1,2024-06-13
639,1694,401,4,2024-02-22
640,1470,131,2,2024-03-28
641,298,232,2,2024-01-16
642,1448,487,4,2024-06-20
643,6451,205,2,2024-03-21
644,4871,494,5,2024-05-20
645,1282,171,2,2024-05-11
646,6018,6,5,2024-02-24
647,8120,113,2,2024-01-28
648,8817,12,2,2024-02-25
649,5719,269,1,2024-04-15
650,1940,387,5,2024-05-28
651,1312,320,4,2024-05-30
652,7727,304,5,2024-05-13
653,7416,134,1,2024-04-13
654,1994,68,4,2024-06-20
655,4722,292,2,2024-02-23
656,3216,376,3,2024-04-26
657,5701,483,2,2024-04-09
658,4521,107,4,2024-02-27
659,4226,406,5,2024-05-17
660,5656,446,4,2024-02-12
661,140,262,1,2024-01-24
662,9239,145,2,2024-02-15
663,490,404,4,2024-06-22
664,575,83,1,2024-04-17
665,9460,332,4,2024-01-29
666,6384,225,1,2024-06-24
667,6827,133,5,2024-02-16
668,5808,241,5,2024-01-12
669,5048,318,2,2024-05-22
670,7312,270,3,2024-03-18
671,4708,163,3,2024-06-02
672,3769,118,3,2024-03-10
673,2392,50,2,2024-04-07
674,6479,26,1,2024-05-24
675,712,49,5,2024-02-26
676,1179,291,5,2024-04-02
677,7010,387,1,2024-05-06
678,4122,74,1,2024-03-17
679,6130,121,2,2024-06-02
680,175,37,2,2024-03-18
681,5148,300,5,2024-05-05
682,145,289,1,2024-06-02
683,6780,2,5,2024-06-19
684,6604,156,1,2024-04-02
685,9222,136,5,2024-04-16
686,2885,490,4,2024-06-23
687,2900,278,5,2024-04-05
688,5872,432,1,2024-02-22
689,6180,226,2,2024-02-06
690,2926,418,2,2024-04-14
691,8231,229,2,2024-05-04
692,7187,284,2,2024-02-03
693,7475,285,5,2024-01-03
694,6800,412,5,2024-06-02
695,6698,494,5,2024-01-24
696,1614,448,2,2024-03-14
697,8293,148,3,2024-06-19
698,7310,451,4,2024-01-29
699,811,426,3,2024-02-11
700,2152,174,5,2024-03-26
701,5089,109,4,2024-05-02
702,6342,72,3,2024-03-10
703,2231,293,4,2024-01-29
704,4866,456,5,2024-04-26
705,4575,208,4,2024-02-15
706,5419,72,2,2024-04-29
707,4687,180,2,2024-05-01
708,9433,155,4,2024-06-13
709,7674,307,2,2024-03-23
710,7521,176,5,2024-05-16
711,675,177,1,2024-06-15
712,4914,216,4,2024-03-12
713,1207,173,2,2024-04-28
714,6334,400,2,2024-06-28
715,8631,48,3,2024-02-25
716,2821,151,5,2024-02-25
717,258,405,2,2024-05-24
718,7938,28,2,2024-01-11
719,8141,287,2,2024-04-11
720,6251,158,1,2024-05-02
721,2317,291,4,2024-01-06
722,5681,447,1,2024-06-29
723,2872,488,2,2024-02-18
724,4866,96,5,2024-02-15
725,9737,157,3,2024-03-04
726,7774,248,3,2024-06-02
727,7446,500,3,2024-06-27
728,442,448,1,2024-05-30
729,13,303,4,2024-02-27
730,2133,68,2,2024-03-31
731,8723,215,2,2024-02-13
732,655,340,5,2024-03-20
733,7909,237,1,2024-02-12
734,6859,102,1,2024-01-10
735,6193,416,5,2024-02-18
736,9763,410,3,2024-05-25
737,7754,179,4,2024-06-12
738,3435,78,4,2024-06-02
739,475,159,1,2024-05-23
740,6335,321,3,2024-04-04
741,7347,30,1,2024-05-01
742,2021,204,4,2024-02-09
743,185,139,4,2024-05-20
744,6262,366,3,2024-03-13
745,9607,485,4,2024-04-15
746,8564,9,3,2024-06-16
747,1693,471,2,2024-05-15
748,6724,440,5,2024-06-28
749,9697,381,1,2024-02-23
750,5999,372,2,2024-03-08
751,4953,141,4,2024-04-12
752,4480,81,4,2024-01-27
753,5667,326,5,2024-02-21
754,4298,212,4,2024-01-02
755,7451,334,2,2024-03-07
756,1018,85,3,2024-05-01
757,1964,409,3,2024-02-25
758,8346,11,2,2024-06-07
759,8334,71,4,2024-03-14
760,641,1,1,2024-04-02
761,9760,275,3,2024-05-02
762,3648,20,1,2024-02-17
763,7146,225,1,2024-04-05
764,5404,430,4,2024-04-22
765,8055,159,1,2024-04-06
766,7458,228,2,2024-01-16
767,3757,164,4,2024-03-11
768,2183,199,2,2024-03-01
769,5177,203,2,2024-06-20
770,8086,190,2,2024-04-24
771,7674,380,3,2024-02-13
772,1338,473,5,2024-01-22
773,6749,411,2,2024-02-21
774,3831,121,4,2024-06-10
775,321,153,2,2024-04-05
776,7255,499,1,2024-06-13
777,6763,418,3,2024-02-01
778,6566,453,4,2024-04-23
779,8942,209,1,2024-03-30
780,1750,116,5,2024-02-13
781,9685,278,3,2024-02-19
782,5900,386,5,2024-06-28
783,8580,56,1,2024-03-09
784,337,109,3,2024-06-27
785,8066,66,4,2024-01-31
786,3011,433,3,2024-06-05
787,1748,391,2,2024-04-22
788,718,462,2,2024-03-13
789,8551,410,5,2024-03-07
790,8223,195,1,2024-01-21
791,424,438,1,2024-05-30
792,1252,435,5,2024-05-16
793,1376,142,1,2024-02-28
794,7823,57,1,2024-05-17
795,7585,42,3,2024-06-05
796,9244,427,2,2024-02-13
797,809,56,2,2024-03-05
798,1758,53,1,2024-01-20
799,4202,390,4,2024-05-19
800,6142,326,5,2024-06-13
801,7744,236,2,2024-01-04
802,885,218,5,2024-03-15
803,7075,134,3,2024-05-01
804,3564,450,1,2024-02-12
805,7461,16,3,2024-01-12
806,5627,139,3,2024-04-16
807,9789,82,5,2024-02-24
808,6584,160,5,2024-04-25
809,2207,329,2,2024-03-08
810,2039,327,4,2024-02-07
811,7337,452,4,2024-03-04
812,3170,261,1,2024-01-20
813,6859,20,3,2024-03-30
814,9685,236,5,2024-01-12
815,7916,351,4,2024-05-06
816,877,101,2,2024-05-13
817,2150,29,1,2024-06-16
818,8443,275,5,2024-04-07
819,2838,495,3,2024-05-14
820,6104,314,5,2024-01-24
821,4385,309,3,2024-01-22
822,4785,249,2,2024-01-07
823,9420,465,2,2024-01-08
824,5012,327,5,2024-05-19
825,8366,69,5,2024-05-12
826,6881,404,1,2024-04-27
827,5322,368,4,2024-04-03
828,7508,235,5,2024-01-04
829,7665,180,2,2024-04-06
830,499,457,1,2024-06-19
831,3741,199,1,2024-02-13
832,664,218,4,2024-06-19
833,7270,496,1,2024-01-01
834,7351,421,2,2024-04-28
835,2648,133,3,2024-05-19
836,6878,339,5,2024-01-30
837,1059,408,5,2024-01-03
838,8831,149,4,2024-06-13
839,7397,303,4,2024-04-12
840,5158,262,4,2024-05-11
841,5111,65,4,2024-04-02
842,9699,392,5,2024-05-05
843,2326,227,2,2024-01-21
844,3040,62,2,2024-02-05
845,3239,307,2,2024-06-20
846,6400,316,3,2024-06-16
847,917,261,4,2024-04-11
848,8953,5,3,2024-01-25
849,3299,358,1,2024-02-28
850,6630,306,5,2024-03-03
851,951,188,2,2024-06-05
852,5507,372,2,2024-01-15
853,8977,433,1,2024-02-29
854,3670,420,5,2024-04-23
855,4001,463,4,2024-04-16
856,9335,181,2,2024-05-28
857,7504,246,2,2024-06-01
858,232,298,5,2024-01-12
859,5305,188,5,2024-02-06
860,6246,370,4,2024-02-13
861,1727,70,5,2024-05-02
862,7876,427,1,2024-06-17
863,7380,50,4,2024-02-09
864,7864,419,1,2024-04-05
865,4084,277,1,2024-02-21
866,7447,423,2,2024-04-14
867,8644,175,1,2024-06-24
868,18,442,2,2024-04-03
869,6927,227,3,2024-02-21
870,927,79,5,2024-05-04
871,7771,64,3,2024-04-01
872,1258,198,4,2024-03-15
873,9470,337,1,2024-03-17
874,7639,428,1,2024-06-17
875,1119,170,5,2024-06-02
876,6413,347,4,2024-05-15
877,2556,44,4,2024-02-16
